"ACCOUNT","ACCR_CATEG","QUESTION_LABEL","RESPONSE_2015","RESPONSE_2014","RESPONSE_2013","AVG_2015","AVG_2014","AVG_2013"
"Nebraska","Budget Information","If yes, does this include specialty examinations (e.g., Trust, IT, etc.)? -- Hourly Fee","50","50","50",55,55,49
"Nebraska","Budget Information","Total Budget Approved","7510818","7320746","6959215",12759425,13042590,12791104
"Nebraska","Sources of Funding","Insurance","0.0","0.0","0.0",0.76,0.82,0.82
"Nebraska","Sources of Funding","Insured Depositories Below $10 Billion","11.41","11.62","14.68",39.68,42.14,40.92
"Nebraska","Sources of Funding","Insured Depositories Over $10 Billion","0.0","0.0","0.0",9.76,9.07,10.81
"Nebraska","Sources of Funding","Securities","84.5","84.21","83.13",7.46,8.41,7.04
"Nebraska","Sources of Funding","State-Licensed Mortgage Providers","1.68","1.7","1.41",11.51,11.89,11.4
"Nebraska","Depository Information","Commercial Banks: Number Supervised","163","171","174",80.3,83.54,86.09
"Nebraska","Depository Information","Commercial Banks: Total Assets","34103904000","32041414000","30870126000",78498824339,68136896978,68383944036
"Nebraska","Depository Information","Industrial Loan Corporations: Total Assets","0","0","0",0,0,0
"Nebraska","Depository Information","Non-depository Trust Companies: Number Supervised","4","3","3",7.41,7.22,7.2
"Nebraska","Depository Information","Non-depository Trust Companies: Total Assets","5143743000","4916627000","3910441000",33944527933,50384474720,671011628226
"Nebraska","Depository Information","Savings Banks/Savings and Loans: Number Supervised","1","1","1",9.13,9.16,9.38
"Nebraska","Depository Information","Total Assets (if supervised): Savings Banks","726799","900262","899000",7960427954,7407111029,7158869878
"Nebraska","Application Information","Conversions from Federal Thrift to State Depository Institutions(Approved)","0","0","0",0.13,0.26,0
"Nebraska","Application Information","Conversions from Federal Thrift to State Thrift -- Approved","0","0","0",0.05,0.14,0.12
"Nebraska","Application Information","Conversions from National Bank to State Depository Institutions -- Approved","3","1","3",0.44,0.6,0.61
"Nebraska","Application Information","De Novo Bank Affiliated Trust Companies -- Approved","0","0","0",0.04,0.02,0.04
"Nebraska","Application Information","De Novo Independent Trust Companies -- Approved","1","0","0",0.54,0.23,0.27
"Nebraska","Application Information","De Novo State Bank Charters -- Approved","0","0","0",0.04,0,0.02
"Nebraska","Application Information","State Depository Institution Conversions to Federal Thrift Charters -- Approved","0","0","0",0,0,0
"Nebraska","Application Information","State Depository Institution Conversions to National Bank Charters -- Approved","0","0","0",0.04,0,0.04
"Nebraska","Examination Information","Bank Exams: Number of Concurrent Examinations","0","0","0",0.51,0.51,1.04
"Nebraska","Examination Information","Bank Exams: Number of Joint Examinations with Federal Lead","11","10","12",8.74,9.53,12.39
"Nebraska","Examination Information","Bank Exams: Number of Joint Examinations with State Lead","9","6","8",9.63,8.54,10.18
"Nebraska","Examination Information","Bank Exams: Number of State Only Independent Examinations","45","54","69",24,25.16,25.84
"Nebraska","Examination Information","Holding Company Enforcement Actions (End of the Year)","0","0","0",0.09,0.07,0.13
"Nebraska","Examination Information","Holding Company Enforcement Actions (Start of the Year)","0","0","0",0.13,0.11,0.14
"Nebraska","Examination Information","Holding Company Enforcement Actions Joint with Federal Agency (End of the Year)","0","0","0",1.38,2.04,2.88
"Nebraska","Examination Information","Holding Company Enforcement Actions Joint with Federal Agency (Start of the Year)","0","0","0",1.95,2.86,3.79
"Nebraska","Examination Information","Insured Depositories Enforcement Actions (End of the Year)","0","0","0",1.2,1.14,1.73
"Nebraska","Examination Information","Insured Depositories Enforcement Actions (Start of the Year)","0","0","0",1.43,1.84,2.21
"Nebraska","Examination Information","Insured Depositories Enforcement Actions Joint with Federal Agency (End of the Year)","5","7","8",9.5,13.43,16.5
"Nebraska","Examination Information","Insured Depositories Enforcement Actions Joint with Federal Agency (Start of the Year)","7","8","17",12.75,16.95,22.5
"Nebraska","Examination Information","Number of 4 and 5 rated banks (End of Year)","0","0","2",2.3,4.05,5.66
"Nebraska","Examination Information","Number of 4 and 5 rated banks (Start of Year)","0","2","4",4.09,6.14,8.27
"Nebraska","Examination Information","Number of failed institutions","0","0","0",0.13,0.14,0.3
"Nebraska","Examination Information","Total Number of Examinations -- Total","65","70","89",42.46,43.3,48.98
"Nebraska","Examination Information","Were examination frequency requirements met?","Yes","Yes","Yes",0.92,0.92,0.93
"Nebraska","Report Turnaround Information","Turnaround time (days): Independent Examinations","29","26","26",31.42,29.88,29.88
"Nebraska","Report Turnaround Information","Turnaround time (days): Joint Examinations with FDIC Lead","42","40","40",19.27,27.1,27.1
"Nebraska","Report Turnaround Information","Turnaround time (days): Joint Examinations with Federal Reserve Lead","38","35","35",39.98,38.04,38.04
"Nebraska","Report Turnaround Information","Turnaround time (days): Joint Examinations with State Lead","40","33","33",35.7,44.02,44.02
"Nebraska","Specialty Exams Information","BSA Exams: Number of Concurrent Examinations with the Federal Reserve","0","0","0",0.7,0.75,1.7
"Nebraska","Specialty Exams Information","BSA Exams: Number of Independent Examinations","45","54","69",23.55,27.66,25.89
"Nebraska","Specialty Exams Information","BSA Exams: Number of Joint Examinations with the Federal Reserve","20","16","20",17,17.79,19.57
"Nebraska","Specialty Exams Information","BSA Exams: Total Number of Examinations","65","70","89",40.53,45.39,46.33
"Nebraska","Specialty Exams Information","Bank Holding Companies: Number of Concurrent Examinations with the Federal Reserve","0","0","0",0,0.14,0.46
"Nebraska","Specialty Exams Information","Bank Holding Companies: Number of Independent Examinations","0","0","0",9.96,10.77,12.46
"Nebraska","Specialty Exams Information","Bank Holding Companies: Number of Joint Examinations with the Federal Reserve","0","0","0",1.59,1.7,3.2
"Nebraska","Specialty Exams Information","Bank Holding Companies: Total Number of Examinations","0","0","0",11.35,12.39,15.84
"Nebraska","Specialty Exams Information","Compliance Exams: Total Number of Examinations","0","0","0",43.58,42.79,47.21
"Nebraska","Specialty Exams Information","Does your department participate in FFIEC examinations of TSPs?","No","No","No",0.64,0.58,0.58
"Nebraska","Specialty Exams Information","Has your department implemented the CSBS/FS-ISAC/US Secret Service Corporate Account Takeover (CATO) Best Practices?","Yes","Yes","Yes",0.56,0.58,0.48
"Nebraska","Specialty Exams Information","Non-depository Trust: Total Number of Examinations","3","3","3",4.75,4.75,4.2
"Nebraska","Specialty Exams Information","Number of Concurrent IT Examinations -- Total","0","0","0",0.61,1.37,2.35
"Nebraska","Specialty Exams Information","Number of Joint IT Examinations -- Total","20","16","20",11.91,10.16,11.68
"Nebraska","Specialty Exams Information","Number of State Only Independent IT Examinations","45","54","0",18.32,18.77,0
"Nebraska","Specialty Exams Information","Number of State Only Independent IT Examinations -- Total","0","0","69",0,0,18.05
"Nebraska","Specialty Exams Information","Report Average Turnaround Time in Days","45","45","45",27.63,27.63,24.64
"Nebraska","Specialty Exams Information","Total Number of IT Examinations -- Total","65","70","89",30.53,29.96,31.77
"Nebraska","Workforce Information","FTE Actually Allocated: BSA Examiners","1","0","0",1.59,0,0
"Nebraska","Workforce Information","FTE Actually Allocated: Compliance Examiners","0","0","0",1.69,0,0
"Nebraska","Workforce Information","FTE Actually Allocated: Holding Company Examiners","0","0","0",0.02,0,0
"Nebraska","Workforce Information","FTE Actually Allocated: IS Examiners","1","0","0",1.41,0,0
"Nebraska","Workforce Information","FTE Actually Allocated: Other Examiners","4","0","0",4.33,0,0
"Nebraska","Workforce Information","FTE Actually Allocated: Safety and Soundness Examiners","22","0","0",33.94,0,0
"Nebraska","Workforce Information","FTE Actually Allocated: Trust Examiners","1","0","0",1.55,0,0
"Nebraska","Workforce Information","Other Cross-Trained: BSA Examiners","5","0","0",14.73,0,0
"Nebraska","Workforce Information","Other Cross-Trained: Compliance Examiners","0","0","0",1.1,0,0
"Nebraska","Workforce Information","Other Cross-Trained: Holding Company Examiners","0","0","0",5.71,0,0
"Nebraska","Workforce Information","Other Cross-Trained: IS Examiners","3","0","0",4.1,0,0
"Nebraska","Workforce Information","Other Cross-Trained: Other Examiners","0","0","0",1.57,0,0
"Nebraska","Workforce Information","Other Cross-Trained: Safety and Soundness Examiners","0","0","0",3.53,0,0
"Nebraska","Workforce Information","Other Cross-Trained: Trust Examiners","1","0","0",3.37,0,0
"Nebraska","Turnover Information","Examiner Turnover %","17.2","13.8","10",14.02,11.63,11.62
"Nebraska","Turnover Information","Reason: Death","0","0","0",0.04,0.04,0.11
"Nebraska","Turnover Information","Reason: Other","0","1","1",0.12,0.27,0.34
"Nebraska","Turnover Information","Reason: Promotion to Office","1","0","0",0.17,0.16,0.05
"Nebraska","Turnover Information","Reason: Resignation to work in a financial institution (bank, holding company, trust company, etc.)","0","1","0",0.94,0.84,0.89
"Nebraska","Turnover Information","Reason: Resignation to work in private sector other than a financial institution","1","0","1",0.6,0.33,0.4
"Nebraska","Turnover Information","Reason: Resignation to work with Federal Agency","1","0","1",0.42,0.47,0.65
"Nebraska","Turnover Information","Reason: Resignation with no reason given","0","1","0",0.75,0.69,0.42
"Nebraska","Turnover Information","Reason: Retirement","2","0","0",1.17,1.45,0.89
"Nebraska","Turnover Information","Reason: Termination","0","1","0",0.29,0.33,0.35
"Nebraska","Turnover Information","Reason: Transfer to work with other State Agency","0","0","0",0.29,0.16,0.2
"Nebraska","Turnover Information","Total Number of Examiners","29","29","32",41.75,49.16,40.96
"Nebraska","Years of Service","Number of Examiners: Experience 2 to 5 Yrs","3","3","4",8.67,10.27,6.16
"Nebraska","Years of Service","Number of Examiners: Experience <2 Yrs","7","5","5",8.02,10.05,7.05
"Nebraska","Years of Service","Number of Examiners: Experience > 25 Yrs","10","12","17",5.4,5.71,5.25
"Nebraska","Years of Service","Number of Examiners: Experience >15 to 25 Yrs","2","3","4",6.77,7.64,7.96
"Nebraska","Years of Service","Number of Examiners: Experience >5 to 15 Yrs","5","6","11",13.88,15.27,15.39
"Nebraska","Years of Service","Total Number of Examiners","29","29","32",41.75,49.16,40.96
"Nevada DML","General Agency Information","Credit Card Banks -- Authority to Supervise","No","No","No",0.52,0.52,0.51
"Nevada DML","General Agency Information","Credit Card Banks: Number Superviseded","0","0","0",0,0,0
"Nevada DML","General Agency Information","Credit Unions -- Authority to Supervise","No","No","No",0.33,0.33,0.33
"Nevada DML","General Agency Information","Credit Unions: Number Superviseded","0","0","0",0,0,0
"Nevada DML","General Agency Information","Does your department currently have a fee sharing agreement with another state?","0","0","0",0,0,0
"Nevada DML","General Agency Information","Does your department have a dedicated fund (e.g., a separate and distinct account from the state general fund?)","0","0","0",0,0,0
"Nevada DML","General Agency Information","Industrial Loan Corporations -- Number Supervised","0","0","0",0,0,0
"Nevada DML","General Agency Information","Industrial Loan Corporations -- NumberSupervised","0","0","0",0,0,0
"Nevada DML","General Agency Information","Is any part of your examination staff unionized?","0","0","0",0,0,0
"Nevada DML","General Agency Information","Is your department independent, or part of a larger agency?","0","0","0",0,0,0
"Nevada DML","General Agency Information","Multi-Bank Holding Companies -- Authority to Supervise","No","No","No",0.43,0.43,0.41
"Nevada DML","General Agency Information","One Bank Holding Companies -- Authority to Supervise","No","No","No",0.36,0.36,0.36
"Nevada DML","Budget Information","Actual Expenditures","0","0","0",0,0,0
"Nevada DML","Budget Information","Amount Allocated to Commercial Bank Supervision","0","0","0",0,0,0
"Nevada DML","Budget Information","Amount Returned to General Fund","0","0","0",0,0,0
"Nevada DML","Budget Information","Budgeted Training Expense","0","0","0",0,0,0
"Nevada DML","Budget Information","Dedicated Fund","0","0","0",0,0,0
"Nevada DML","Budget Information","Does your department charge an hourly bank examination fee?","0","0","0",0,0,0
